id:ID,:LABEL
E36_VisualItem_Artifact_陶器_1553_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1554_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1555_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1556_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1557_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1558_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1559_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1560_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1561_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1562_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1563_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1566_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1567_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1568_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1569_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1570_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1571_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1572_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1573_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1574_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1575_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1576_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1577_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1578_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1579_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1580_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1581_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1582_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1583_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1584_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1585_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1586_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1587_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1588_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1589_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1590_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1591_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1592_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1593_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1594_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1596_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1598_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1599_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1600_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1602_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1603_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1604_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1606_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1608_纹饰类型,E36_VisualItem
