START_ID,END_ID,TYPE
obj_21e10920,dim_03689db8,P43_has_dimension
obj_0898a498,mat_5d640c38,P45_consists_of
obj_0898a498,type_e69746f6,P2_has_type
obj_0898a498,type_e69746f6,P2_has_type
obj_0898a498,type_6fc54692,E55
obj_0898a498,dim_0ee4585a,P43_has_dimension
obj_2a29a6d2,mat_f50251a7,P45_consists_of
obj_2a29a6d2,type_e69746f6,P2_has_type
obj_2a29a6d2,type_e69746f6,P2_has_type
obj_2a29a6d2,type_0038a6ef,E55
obj_2a29a6d2,mat_726b3299,P45_consists_of
obj_2a29a6d2,dim_e2be6a9c,P43_has_dimension
obj_65f06298,mat_b8ed7324,P45_consists_of
obj_65f06298,type_e69746f6,P2_has_type
obj_65f06298,type_e69746f6,P2_has_type
obj_65f06298,type_6fc54692,E55
obj_469fd7ee,mat_9c906731,P45_consists_of
obj_469fd7ee,type_940e72a7,P2_has_type
obj_469fd7ee,type_940e72a7,P2_has_type
obj_469fd7ee,type_0038a6ef,E55
obj_469fd7ee,mat_726b3299,P45_consists_of
obj_5cb8af02,mat_5603db77,P45_consists_of
obj_5cb8af02,type_8f59d281,P2_has_type
obj_5cb8af02,type_8f59d281,P2_has_type
obj_5cb8af02,type_aee8c8bf,E55
obj_5cb8af02,mat_aee8c8bf,P45_consists_of
obj_5cb8af02,dim_e7952099,P43_has_dimension
obj_d2148369,mat_9c906731,P45_consists_of
obj_d2148369,type_940e72a7,P2_has_type
obj_d2148369,type_940e72a7,P2_has_type
obj_d2148369,type_0038a6ef,E55
obj_d2148369,mat_726b3299,P45_consists_of
obj_50a6cf30,mat_9c906731,P45_consists_of
obj_50a6cf30,type_940e72a7,P2_has_type
obj_50a6cf30,type_940e72a7,P2_has_type
obj_50a6cf30,type_0038a6ef,E55
obj_50a6cf30,mat_726b3299,P45_consists_of
obj_a4d7174d,type_18aca087,P2_has_type
obj_a4d7174d,type_18aca087,P2_has_type
obj_e540e21c,mat_f137740c,P45_consists_of
obj_e540e21c,type_21427cf5,P2_has_type
obj_e540e21c,type_21427cf5,P2_has_type
obj_e540e21c,type_6fc54692,E55
obj_99b7ba7e,mat_93a1cdc4,P45_consists_of
obj_99b7ba7e,type_21427cf5,P2_has_type
obj_99b7ba7e,type_21427cf5,P2_has_type
obj_99b7ba7e,dim_5f4ca5ec,P43_has_dimension
obj_3455d428,mat_93a1cdc4,P45_consists_of
obj_3455d428,type_21427cf5,P2_has_type
obj_3455d428,type_21427cf5,P2_has_type
obj_3455d428,dim_22e0044b,P43_has_dimension
obj_20ad340b,mat_93a1cdc4,P45_consists_of
obj_20ad340b,type_21427cf5,P2_has_type
obj_20ad340b,type_21427cf5,P2_has_type
