:START_ID,:END_ID,:TYPE
Artifact_玉器_1068,E55_Type_77c576df49,P2_has_type
Artifact_玉器_1068,E54_量度_Artifact_玉器_1068_量度信息,P43_has_measurement
Artifact_玉器_1069,E25_ManMadeFeature_Artifact_玉器_1069_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1069,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1069,E54_量度_Artifact_玉器_1069_量度信息,P43_has_measurement
Artifact_玉器_1070,E25_ManMadeFeature_Artifact_玉器_1070_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1070,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1070,E54_量度_Artifact_玉器_1070_量度信息,P43_has_measurement
Artifact_玉器_1071,E25_ManMadeFeature_Artifact_玉器_1071_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1071,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1071,E54_量度_Artifact_玉器_1071_量度信息,P43_has_measurement
Artifact_玉器_1072,E25_ManMadeFeature_Artifact_玉器_1072_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1072,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1072,E54_量度_Artifact_玉器_1072_量度信息,P43_has_measurement
Artifact_玉器_1073,E25_ManMadeFeature_Artifact_玉器_1073_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1073,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1073,E54_量度_Artifact_玉器_1073_量度信息,P43_has_measurement
Artifact_玉器_1074,E25_ManMadeFeature_Artifact_玉器_1074_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1074,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1074,E54_量度_Artifact_玉器_1074_量度信息,P43_has_measurement
Artifact_玉器_1075,E25_ManMadeFeature_Artifact_玉器_1075_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1075,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1075,E54_量度_Artifact_玉器_1075_量度信息,P43_has_measurement
Artifact_玉器_1076,E25_ManMadeFeature_Artifact_玉器_1076_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1076,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1076,E54_量度_Artifact_玉器_1076_量度信息,P43_has_measurement
Artifact_玉器_1077,E25_ManMadeFeature_Artifact_玉器_1077_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1077,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1077,E54_量度_Artifact_玉器_1077_量度信息,P43_has_measurement
Artifact_玉器_1078,E25_ManMadeFeature_Artifact_玉器_1078_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1078,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1078,E54_量度_Artifact_玉器_1078_量度信息,P43_has_measurement
Artifact_玉器_1079,E25_ManMadeFeature_Artifact_玉器_1079_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1079,E54_量度_Artifact_玉器_1079_量度信息,P43_has_measurement
Artifact_玉器_1080,E25_ManMadeFeature_Artifact_玉器_1080_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1080,E54_量度_Artifact_玉器_1080_量度信息,P43_has_measurement
Artifact_玉器_1081,E25_ManMadeFeature_Artifact_玉器_1081_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1081,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1081,E54_量度_Artifact_玉器_1081_量度信息,P43_has_measurement
Artifact_玉器_1082,E25_ManMadeFeature_Artifact_玉器_1082_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1082,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1082,E54_量度_Artifact_玉器_1082_量度信息,P43_has_measurement
Artifact_玉器_1083,E25_ManMadeFeature_Artifact_玉器_1083_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1083,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1083,E54_量度_Artifact_玉器_1083_量度信息,P43_has_measurement
Artifact_玉器_1084,E25_ManMadeFeature_Artifact_玉器_1084_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1084,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1084,E54_量度_Artifact_玉器_1084_量度信息,P43_has_measurement
Artifact_玉器_1085,E25_ManMadeFeature_Artifact_玉器_1085_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1085,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1085,E54_量度_Artifact_玉器_1085_量度信息,P43_has_measurement
Artifact_玉器_1086,E25_ManMadeFeature_Artifact_玉器_1086_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1086,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1086,E54_量度_Artifact_玉器_1086_量度信息,P43_has_measurement
Artifact_玉器_1087,E25_ManMadeFeature_Artifact_玉器_1087_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1087,E55_Type_c30d99fba9,P2_has_type
Artifact_玉器_1087,E54_量度_Artifact_玉器_1087_量度信息,P43_has_measurement
Artifact_玉器_1088,E25_ManMadeFeature_Artifact_玉器_1088_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1088,E55_Type_0a9e5f68f3,P2_has_type
Artifact_玉器_1088,E54_量度_Artifact_玉器_1088_量度信息,P43_has_measurement
Artifact_玉器_1089,E25_ManMadeFeature_Artifact_玉器_1089_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1089,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1089,E54_量度_Artifact_玉器_1089_量度信息,P43_has_measurement
Artifact_玉器_1090,E25_ManMadeFeature_Artifact_玉器_1090_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1090,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1090,E54_量度_Artifact_玉器_1090_量度信息,P43_has_measurement
Artifact_玉器_1091,E25_ManMadeFeature_Artifact_玉器_1091_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1091,E55_Type_0a9e5f68f3,P2_has_type
Artifact_玉器_1091,E54_量度_Artifact_玉器_1091_量度信息,P43_has_measurement
Artifact_玉器_1092,E25_ManMadeFeature_Artifact_玉器_1092_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1092,E55_Type_699267efc7,P2_has_type
Artifact_玉器_1092,E54_量度_Artifact_玉器_1092_量度信息,P43_has_measurement
Artifact_玉器_1093,E25_ManMadeFeature_Artifact_玉器_1093_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1093,E55_Type_699267efc7,P2_has_type
Artifact_玉器_1093,E54_量度_Artifact_玉器_1093_量度信息,P43_has_measurement
Artifact_玉器_1094,E25_ManMadeFeature_Artifact_玉器_1094_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1094,E55_Type_522367cb09,P2_has_type
Artifact_玉器_1094,E54_量度_Artifact_玉器_1094_量度信息,P43_has_measurement
Artifact_玉器_1095,E25_ManMadeFeature_Artifact_玉器_1095_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1095,E55_Type_699267efc7,P2_has_type
Artifact_玉器_1095,E54_量度_Artifact_玉器_1095_量度信息,P43_has_measurement
Artifact_玉器_1096,E25_ManMadeFeature_Artifact_玉器_1096_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1096,E55_Type_699267efc7,P2_has_type
Artifact_玉器_1096,E54_量度_Artifact_玉器_1096_量度信息,P43_has_measurement
Artifact_玉器_1097,E25_ManMadeFeature_Artifact_玉器_1097_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1097,E55_Type_699267efc7,P2_has_type
Artifact_玉器_1097,E54_量度_Artifact_玉器_1097_量度信息,P43_has_measurement
Artifact_玉器_1098,E25_ManMadeFeature_Artifact_玉器_1098_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1098,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1098,E54_量度_Artifact_玉器_1098_量度信息,P43_has_measurement
Artifact_玉器_1099,E25_ManMadeFeature_Artifact_玉器_1099_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1099,E55_Type_0a9e5f68f3,P2_has_type
Artifact_玉器_1099,E54_量度_Artifact_玉器_1099_量度信息,P43_has_measurement
Artifact_玉器_1100,E25_ManMadeFeature_Artifact_玉器_1100_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1100,E54_量度_Artifact_玉器_1100_量度信息,P43_has_measurement
Artifact_玉器_1101,E25_ManMadeFeature_Artifact_玉器_1101_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1101,E54_量度_Artifact_玉器_1101_量度信息,P43_has_measurement
Artifact_玉器_1102,E25_ManMadeFeature_Artifact_玉器_1102_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1102,E54_量度_Artifact_玉器_1102_量度信息,P43_has_measurement
Artifact_玉器_1103,E25_ManMadeFeature_Artifact_玉器_1103_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1103,E54_量度_Artifact_玉器_1103_量度信息,P43_has_measurement
Artifact_玉器_1104,E25_ManMadeFeature_Artifact_玉器_1104_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1104,E54_量度_Artifact_玉器_1104_量度信息,P43_has_measurement
Artifact_玉器_1105,E25_ManMadeFeature_Artifact_玉器_1105_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1105,E54_量度_Artifact_玉器_1105_量度信息,P43_has_measurement
Artifact_玉器_1106,E25_ManMadeFeature_Artifact_玉器_1106_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1106,E54_量度_Artifact_玉器_1106_量度信息,P43_has_measurement
Artifact_玉器_1107,E25_ManMadeFeature_Artifact_玉器_1107_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1107,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1107,E54_量度_Artifact_玉器_1107_量度信息,P43_has_measurement
Artifact_玉器_1108,E25_ManMadeFeature_Artifact_玉器_1108_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1108,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1108,E54_量度_Artifact_玉器_1108_量度信息,P43_has_measurement
Artifact_玉器_1109,E25_ManMadeFeature_Artifact_玉器_1109_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1109,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1109,E54_量度_Artifact_玉器_1109_量度信息,P43_has_measurement
Artifact_玉器_1110,E25_ManMadeFeature_Artifact_玉器_1110_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1110,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1110,E54_量度_Artifact_玉器_1110_量度信息,P43_has_measurement
Artifact_玉器_1111,E25_ManMadeFeature_Artifact_玉器_1111_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1111,E54_量度_Artifact_玉器_1111_量度信息,P43_has_measurement
Artifact_玉器_1112,E25_ManMadeFeature_Artifact_玉器_1112_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1112,E54_量度_Artifact_玉器_1112_量度信息,P43_has_measurement
Artifact_玉器_1113,E25_ManMadeFeature_Artifact_玉器_1113_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1113,E55_Type_0a9e5f68f3,P2_has_type
Artifact_玉器_1113,E54_量度_Artifact_玉器_1113_量度信息,P43_has_measurement
Artifact_玉器_1114,E25_ManMadeFeature_Artifact_玉器_1114_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1114,E55_Type_04b83c4d55,P2_has_type
Artifact_玉器_1114,E54_量度_Artifact_玉器_1114_量度信息,P43_has_measurement
Artifact_玉器_1115,E25_ManMadeFeature_Artifact_玉器_1115_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1115,E55_Type_0a9e5f68f3,P2_has_type
Artifact_玉器_1115,E54_量度_Artifact_玉器_1115_量度信息,P43_has_measurement
Artifact_玉器_1116,E25_ManMadeFeature_Artifact_玉器_1116_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1116,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1116,E54_量度_Artifact_玉器_1116_量度信息,P43_has_measurement
Artifact_玉器_1117,E25_ManMadeFeature_Artifact_玉器_1117_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1117,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1117,E54_量度_Artifact_玉器_1117_量度信息,P43_has_measurement
Artifact_玉器_1118,E25_ManMadeFeature_Artifact_玉器_1118_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1118,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1118,E54_量度_Artifact_玉器_1118_量度信息,P43_has_measurement
Artifact_玉器_1119,E25_ManMadeFeature_Artifact_玉器_1119_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1120,E25_ManMadeFeature_Artifact_玉器_1120_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1121,E25_ManMadeFeature_Artifact_玉器_1121_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1122,E25_ManMadeFeature_Artifact_玉器_1122_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1123,E25_ManMadeFeature_Artifact_玉器_1123_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1124,E25_ManMadeFeature_Artifact_玉器_1124_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1125,E25_ManMadeFeature_Artifact_玉器_1125_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1126,E25_ManMadeFeature_Artifact_玉器_1126_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1127,E25_ManMadeFeature_Artifact_玉器_1127_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1128,E25_ManMadeFeature_Artifact_玉器_1128_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1129,E25_ManMadeFeature_Artifact_玉器_1129_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1130,E25_ManMadeFeature_Artifact_玉器_1130_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1130,E55_Type_0a9e5f68f3,P2_has_type
Artifact_玉器_1130,E54_量度_Artifact_玉器_1130_量度信息,P43_has_measurement
Artifact_玉器_1131,E25_ManMadeFeature_Artifact_玉器_1131_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1132,E25_ManMadeFeature_Artifact_玉器_1132_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1133,E25_ManMadeFeature_Artifact_玉器_1133_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1134,E25_ManMadeFeature_Artifact_玉器_1134_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1135,E25_ManMadeFeature_Artifact_玉器_1135_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1136,E25_ManMadeFeature_Artifact_玉器_1136_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1137,E25_ManMadeFeature_Artifact_玉器_1137_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1138,E25_ManMadeFeature_Artifact_玉器_1138_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1138,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1139,E25_ManMadeFeature_Artifact_玉器_1139_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1140,E25_ManMadeFeature_Artifact_玉器_1140_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1141,E25_ManMadeFeature_Artifact_玉器_1141_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1142,E25_ManMadeFeature_Artifact_玉器_1142_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1143,E25_ManMadeFeature_Artifact_玉器_1143_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1144,E25_ManMadeFeature_Artifact_玉器_1144_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1145,E25_ManMadeFeature_Artifact_玉器_1145_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1146,E25_ManMadeFeature_Artifact_玉器_1146_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1147,E25_ManMadeFeature_Artifact_玉器_1147_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1148,E25_ManMadeFeature_Artifact_玉器_1148_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1149,E25_ManMadeFeature_Artifact_玉器_1149_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1149,E54_量度_Artifact_玉器_1149_量度信息,P43_has_measurement
Artifact_玉器_1150,E25_ManMadeFeature_Artifact_玉器_1150_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1150,E55_Type_d9406baa7d,P2_has_type
Artifact_玉器_1150,E54_量度_Artifact_玉器_1150_量度信息,P43_has_measurement
Artifact_玉器_1151,E25_ManMadeFeature_Artifact_玉器_1151_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1151,E54_量度_Artifact_玉器_1151_量度信息,P43_has_measurement
Artifact_玉器_1152,E25_ManMadeFeature_Artifact_玉器_1152_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1152,E54_量度_Artifact_玉器_1152_量度信息,P43_has_measurement
Artifact_玉器_1153,E25_ManMadeFeature_Artifact_玉器_1153_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1153,E54_量度_Artifact_玉器_1153_量度信息,P43_has_measurement
Artifact_玉器_1154,E25_ManMadeFeature_Artifact_玉器_1154_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1154,E54_量度_Artifact_玉器_1154_量度信息,P43_has_measurement
Artifact_玉器_1155,E25_ManMadeFeature_Artifact_玉器_1155_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1155,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1155,E54_量度_Artifact_玉器_1155_量度信息,P43_has_measurement
Artifact_玉器_1156,E25_ManMadeFeature_Artifact_玉器_1156_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1156,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1156,E54_量度_Artifact_玉器_1156_量度信息,P43_has_measurement
Artifact_玉器_1157,E25_ManMadeFeature_Artifact_玉器_1157_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1157,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1157,E54_量度_Artifact_玉器_1157_量度信息,P43_has_measurement
Artifact_玉器_1158,E25_ManMadeFeature_Artifact_玉器_1158_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1158,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1158,E54_量度_Artifact_玉器_1158_量度信息,P43_has_measurement
Artifact_玉器_1159,E25_ManMadeFeature_Artifact_玉器_1159_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1159,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1159,E54_量度_Artifact_玉器_1159_量度信息,P43_has_measurement
Artifact_玉器_1160,E25_ManMadeFeature_Artifact_玉器_1160_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1160,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1160,E54_量度_Artifact_玉器_1160_量度信息,P43_has_measurement
Artifact_玉器_1161,E25_ManMadeFeature_Artifact_玉器_1161_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1161,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1161,E54_量度_Artifact_玉器_1161_量度信息,P43_has_measurement
Artifact_玉器_1162,E25_ManMadeFeature_Artifact_玉器_1162_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1162,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1162,E54_量度_Artifact_玉器_1162_量度信息,P43_has_measurement
Artifact_玉器_1163,E25_ManMadeFeature_Artifact_玉器_1163_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1163,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1163,E54_量度_Artifact_玉器_1163_量度信息,P43_has_measurement
Artifact_玉器_1164,E25_ManMadeFeature_Artifact_玉器_1164_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1164,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1164,E54_量度_Artifact_玉器_1164_量度信息,P43_has_measurement
Artifact_玉器_1165,E25_ManMadeFeature_Artifact_玉器_1165_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1165,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1165,E54_量度_Artifact_玉器_1165_量度信息,P43_has_measurement
Artifact_玉器_1166,E25_ManMadeFeature_Artifact_玉器_1166_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1166,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1166,E54_量度_Artifact_玉器_1166_量度信息,P43_has_measurement
Artifact_玉器_1167,E25_ManMadeFeature_Artifact_玉器_1167_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1167,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1167,E54_量度_Artifact_玉器_1167_量度信息,P43_has_measurement
Artifact_玉器_1168,E25_ManMadeFeature_Artifact_玉器_1168_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1168,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1168,E54_量度_Artifact_玉器_1168_量度信息,P43_has_measurement
Artifact_玉器_1169,E25_ManMadeFeature_Artifact_玉器_1169_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1169,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1169,E54_量度_Artifact_玉器_1169_量度信息,P43_has_measurement
Artifact_玉器_1170,E25_ManMadeFeature_Artifact_玉器_1170_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1170,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1170,E54_量度_Artifact_玉器_1170_量度信息,P43_has_measurement
Artifact_玉器_1171,E25_ManMadeFeature_Artifact_玉器_1171_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1171,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1171,E54_量度_Artifact_玉器_1171_量度信息,P43_has_measurement
Artifact_玉器_1172,E25_ManMadeFeature_Artifact_玉器_1172_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1172,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1172,E54_量度_Artifact_玉器_1172_量度信息,P43_has_measurement
Artifact_玉器_1173,E25_ManMadeFeature_Artifact_玉器_1173_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1173,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1173,E54_量度_Artifact_玉器_1173_量度信息,P43_has_measurement
Artifact_玉器_1174,E25_ManMadeFeature_Artifact_玉器_1174_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1174,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1174,E54_量度_Artifact_玉器_1174_量度信息,P43_has_measurement
Artifact_玉器_1175,E25_ManMadeFeature_Artifact_玉器_1175_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1175,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1175,E54_量度_Artifact_玉器_1175_量度信息,P43_has_measurement
Artifact_玉器_1176,E25_ManMadeFeature_Artifact_玉器_1176_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1176,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1176,E54_量度_Artifact_玉器_1176_量度信息,P43_has_measurement
Artifact_玉器_1177,E25_ManMadeFeature_Artifact_玉器_1177_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1177,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1177,E54_量度_Artifact_玉器_1177_量度信息,P43_has_measurement
Artifact_玉器_1178,E25_ManMadeFeature_Artifact_玉器_1178_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1178,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1178,E54_量度_Artifact_玉器_1178_量度信息,P43_has_measurement
Artifact_玉器_1179,E25_ManMadeFeature_Artifact_玉器_1179_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1179,E55_Type_3a260f9fb9,P2_has_type
Artifact_玉器_1179,E54_量度_Artifact_玉器_1179_量度信息,P43_has_measurement
Artifact_玉器_1180,E25_ManMadeFeature_Artifact_玉器_1180_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1180,E55_Type_e86bc9a121,P2_has_type
Artifact_玉器_1180,E54_量度_Artifact_玉器_1180_量度信息,P43_has_measurement
Artifact_玉器_1181,E25_ManMadeFeature_Artifact_玉器_1181_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1181,E55_Type_0b17f13c1a,P2_has_type
Artifact_玉器_1181,E54_量度_Artifact_玉器_1181_量度信息,P43_has_measurement
Artifact_玉器_1182,E25_ManMadeFeature_Artifact_玉器_1182_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1182,E55_Type_0b17f13c1a,P2_has_type
Artifact_玉器_1182,E54_量度_Artifact_玉器_1182_量度信息,P43_has_measurement
Artifact_玉器_1183,E25_ManMadeFeature_Artifact_玉器_1183_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1183,E55_Type_11fd61b933,P2_has_type
Artifact_玉器_1183,E54_量度_Artifact_玉器_1183_量度信息,P43_has_measurement
Artifact_玉器_1184,E25_ManMadeFeature_Artifact_玉器_1184_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1184,E55_Type_89c34bf741,P2_has_type
Artifact_玉器_1184,E54_量度_Artifact_玉器_1184_量度信息,P43_has_measurement
Artifact_玉器_1185,E25_ManMadeFeature_Artifact_玉器_1185_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1185,E55_Type_89c34bf741,P2_has_type
Artifact_玉器_1185,E54_量度_Artifact_玉器_1185_量度信息,P43_has_measurement
Artifact_玉器_1186,E25_ManMadeFeature_Artifact_玉器_1186_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1186,E55_Type_8b8e084bca,P2_has_type
Artifact_玉器_1186,E54_量度_Artifact_玉器_1186_量度信息,P43_has_measurement
Artifact_玉器_1187,E25_ManMadeFeature_Artifact_玉器_1187_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1187,E55_Type_8b8e084bca,P2_has_type
Artifact_玉器_1187,E54_量度_Artifact_玉器_1187_量度信息,P43_has_measurement
Artifact_玉器_1188,E25_ManMadeFeature_Artifact_玉器_1188_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1188,E55_Type_8b8e084bca,P2_has_type
Artifact_玉器_1188,E54_量度_Artifact_玉器_1188_量度信息,P43_has_measurement
Artifact_玉器_1189,E25_ManMadeFeature_Artifact_玉器_1189_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1189,E55_Type_8b8e084bca,P2_has_type
Artifact_玉器_1189,E54_量度_Artifact_玉器_1189_量度信息,P43_has_measurement
Artifact_玉器_1190,E25_ManMadeFeature_Artifact_玉器_1190_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1190,E54_量度_Artifact_玉器_1190_量度信息,P43_has_measurement
Artifact_玉器_1191,E25_ManMadeFeature_Artifact_玉器_1191_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1191,E54_量度_Artifact_玉器_1191_量度信息,P43_has_measurement
Artifact_玉器_1192,E25_ManMadeFeature_Artifact_玉器_1192_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1192,E54_量度_Artifact_玉器_1192_量度信息,P43_has_measurement
Artifact_玉器_1193,E25_ManMadeFeature_Artifact_玉器_1193_原始出土地点,P53_has_former_or_current_location
Artifact_玉器_1193,E54_量度_Artifact_玉器_1193_量度信息,P43_has_measurement
Artifact_玉器_1194,E25_ManMadeFeature_Artifact_玉器_1194_原始出土地点,P53_has_former_or_current_location
