id:ID,:LABEL,name
E57_Material_Artifact_陶器_2784_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2785_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2786_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2787_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2788_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2789_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2790_掺杂物,E57_Material,粗砂
E57_Material_Artifact_陶器_2791_掺杂物,E57_Material,粗砂
E57_Material_Artifact_陶器_2792_掺杂物,E57_Material,粗砂
E57_Material_Artifact_陶器_2793_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2794_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2796_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2797_掺杂物,E57_Material,碳
E57_Material_Artifact_陶器_2799_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2801_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2802_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2803_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2804_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2817_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2818_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2819_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2833_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2850_掺杂物,E57_Material,夹砂
E57_Material_Artifact_陶器_2853_掺杂物,E57_Material,夹细砂
E57_Material_Artifact_陶器_2854_掺杂物,E57_Material,夹砂
E57_Material_Artifact_陶器_2855_掺杂物,E57_Material,夹细砂
E57_Material_Artifact_陶器_2892_掺杂物,E57_Material,极细砂
E57_Material_Artifact_陶器_2904_掺杂物,E57_Material,粗砂
E57_Material_Artifact_陶器_2907_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2908_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2909_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2910_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2918_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2924_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2957_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3005_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3006_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3087_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_3088_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_3089_掺杂物,E57_Material,细砂
